id,organization_id,ticket_id,purchase_id,tenant_id,bed_id,apartment_id,property_id,item_name,quantity,unit_price,actual_cost,vendor_name,cost_scope,distributed_amount,billing_month,maintenance_type,parts_details,diagnosis_summary,notes,created_at,distributed_beds
7feec5d1-db76-4669-92b2-7b32bfb33cb2,00000000-0000-0000-0000-000000000001,a99ead9e-4fc7-4128-bf2c-9a69cd0a8215,null,ec6bd398-2413-2c67-18db-10bdd92ee4f9,66aab816-d365-9068-e62c-3d82356d8021,2fc42a4f-fe5a-ae08-0e4e-2c89ca71db85,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,Labour,1,270,270,In-house,apartment,270,2026-07,Toilet Issues,[],"{""causes"":[{""cause"":""Rust and Material Degradation"",""severity"":""medium"",""solution"":""Replace the broken shower head and, if necessary, the shower arm."",""probability"":0.7,""estimatedCost"":""₹800 - ₹1900"",""requiredParts"":[{""name"":""New Shower Head"",""estimatedPrice"":""₹300 - ₹800""},{""name"":""New Shower Arm (if needed)"",""estimatedPrice"":""₹200 - ₹500""}]},{""cause"":""High Water Pressure (Contributing Factor)"",""severity"":""low"",""solution"":""Replace the shower. If the issue recurs with the new shower, a plumber should check the water pressure and consider installing a pressure reducing valve."",""probability"":0.3,""estimatedCost"":""₹0""}],""summary"":""The shower is broken due to rust and material degradation, possibly exacerbated by water pressure, and requires replacement."",""urgency"":""medium"",""recommendedAction"":""Replace the broken shower head and arm.""}",Resolution posting,2026-07-29 09:54:08.955717+00,"{""B1"":90,""B2"":90,""C2"":90}"
3bb0c027-5aac-40a1-b1db-545b7558f04d,00000000-0000-0000-0000-000000000001,ed0e68ba-fe8c-4d06-a47a-284d03626f7e,05e081bf-e707-4779-b596-0aa877ecf144,e99afa10-6249-3f5b-4364-da75f89e34f9,f64ad55d-d5e9-6b9e-9676-efeb66d20201,dd96a329-ec95-e96a-1348-69d976f39cd4,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,Materials & parts,1,0,420,null,bed,420,2026-04,AC Issues,"[{""quantity"":1,""item_name"":""Materials & parts"",""actual_cost"":420,""estimated_cost"":420}]",null,null,2026-04-30 09:05:57.353252+00,"{""f64ad55d-d5e9-6b9e-9676-efeb66d20201"":420}"
5ff26d5c-e076-4300-81b0-ec371384a9f6,00000000-0000-0000-0000-000000000001,195b33de-b770-4b0e-bd94-babf652a0704,a03ec8d5-7ecd-42d8-a10c-65a13915619d,e99afa10-6249-3f5b-4364-da75f89e34f9,f64ad55d-d5e9-6b9e-9676-efeb66d20201,dd96a329-ec95-e96a-1348-69d976f39cd4,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,Materials & parts,1,0,105,Tedt,bed,105,2026-05,Cleaning Issues,"[{""quantity"":1,""item_name"":""Materials & parts"",""actual_cost"":105,""estimated_cost"":105}]",null,null,2026-05-07 05:43:07.594314+00,"{""f64ad55d-d5e9-6b9e-9676-efeb66d20201"":105}"
5c0097b6-b4d7-49a7-9ae0-d428bebd0b0a,00000000-0000-0000-0000-000000000001,3452ec27-2423-4f26-b3e8-61abde88cb0d,acf34698-cc03-4ce3-a1c6-5a0d6b67ece5,ba8dd5e0-ed0e-8b6a-7098-2732476feb31,433269e6-beef-04d8-7738-12f887009657,dc4adc21-f501-0573-2e9a-d7bbbc89e5d6,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,indesion,1,1948,1948,Amazon,apartment,1948,2026-05,Kitchen Equipment,[],"{""causes"":[{""cause"":""Loose connection or faulty power outlet"",""severity"":""low"",""solution"":""Check the power cord for any damage and ensure it's securely plugged into a functional power outlet. Try plugging another appliance into the same outlet to confirm it's working."",""probability"":0.4,""estimatedCost"":""₹0 - ₹100""},{""cause"":""Induction cooktop overheating"",""severity"":""medium"",""solution"":""Allow the induction cooktop to cool down completely. Ensure there is proper ventilation around the unit and that the fan is not obstructed. Avoid using oversized cookware that might block vents."",""probability"":0.3,""estimatedCost"":""₹0""},{""cause"":""Faulty internal wiring or component"",""severity"":""high"",""solution"":""This requires professional inspection and repair. A technician will need to open the unit to check for damaged wires, circuit board issues, or other component failures."",""probability"":0.2,""estimatedCost"":""₹500 - ₹2000"",""requiredParts"":[{""name"":""Replacement wiring/components (if needed)"",""estimatedPrice"":""₹200 - ₹1000""}]},{""cause"":""Incompatible cookware"",""severity"":""low"",""solution"":""Ensure you are using induction-compatible cookware. These typically have a flat bottom and are made of magnetic materials like cast iron or stainless steel with a magnetic base. A simple magnet test can confirm compatibility."",""probability"":0.1,""estimatedCost"":""₹0 (if new cookware is not needed)""}],""summary"":""The induction cooktop is experiencing intermittent issues, possibly due to power supply problems, overheating, or internal component failure. The issue is minor and has not occurred before."",""urgency"":""medium"",""recommendedAction"":""First, check the power connection and ensure proper ventilation. If the issue persists, a technician should inspect the unit for internal faults. Consider checking cookware compatibility as well.""}",null,2026-05-26 07:56:26.715569+00,"{""B1"":487,""C1"":487,""D1"":487,""D2"":487}"
11a2b10c-fabb-4152-b29a-c376ae08d0bb,00000000-0000-0000-0000-000000000001,3452ec27-2423-4f26-b3e8-61abde88cb0d,null,ba8dd5e0-ed0e-8b6a-7098-2732476feb31,433269e6-beef-04d8-7738-12f887009657,dc4adc21-f501-0573-2e9a-d7bbbc89e5d6,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,indection,1,1948,1948,Amazon,apartment,1948,2026-05,Kitchen Equipment,[],"{""causes"":[{""cause"":""Loose connection or faulty power outlet"",""severity"":""low"",""solution"":""Check the power cord for any damage and ensure it's securely plugged into a functional power outlet. Try plugging another appliance into the same outlet to confirm it's working."",""probability"":0.4,""estimatedCost"":""₹0 - ₹100""},{""cause"":""Induction cooktop overheating"",""severity"":""medium"",""solution"":""Allow the induction cooktop to cool down completely. Ensure there is proper ventilation around the unit and that the fan is not obstructed. Avoid using oversized cookware that might block vents."",""probability"":0.3,""estimatedCost"":""₹0""},{""cause"":""Faulty internal wiring or component"",""severity"":""high"",""solution"":""This requires professional inspection and repair. A technician will need to open the unit to check for damaged wires, circuit board issues, or other component failures."",""probability"":0.2,""estimatedCost"":""₹500 - ₹2000"",""requiredParts"":[{""name"":""Replacement wiring/components (if needed)"",""estimatedPrice"":""₹200 - ₹1000""}]},{""cause"":""Incompatible cookware"",""severity"":""low"",""solution"":""Ensure you are using induction-compatible cookware. These typically have a flat bottom and are made of magnetic materials like cast iron or stainless steel with a magnetic base. A simple magnet test can confirm compatibility."",""probability"":0.1,""estimatedCost"":""₹0 (if new cookware is not needed)""}],""summary"":""The induction cooktop is experiencing intermittent issues, possibly due to power supply problems, overheating, or internal component failure. The issue is minor and has not occurred before."",""urgency"":""medium"",""recommendedAction"":""First, check the power connection and ensure proper ventilation. If the issue persists, a technician should inspect the unit for internal faults. Consider checking cookware compatibility as well.""}",Resolution posting,2026-05-26 08:01:04.355465+00,"{""B1"":487,""C1"":487,""D1"":487,""D2"":487}"
af72b954-933c-4ce4-84c5-a86449c55482,00000000-0000-0000-0000-000000000001,074ea4b3-1a2f-4ee8-a73c-6e16276f6bff,d2ae1f11-92da-4fc2-b0e3-ec8b30df4943,a4709d2c-85e2-3d68-7467-1eaf879ba2c9,f226894e-3765-1bd7-6cda-03e887bc56b3,990e8a3e-a69c-7b31-f606-3eeb21e3d4c6,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,Fuse,1,0,200,null,bed,200,2026-06,maintenance,"[{""quantity"":1,""item_name"":""Fuse"",""actual_cost"":200,""estimated_cost"":200}]",null,null,2026-06-25 11:58:42.867883+00,"{""f226894e-3765-1bd7-6cda-03e887bc56b3"":200}"
3106de60-401b-4542-8a14-4ed14a757c45,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,null,890b32d9-f754-8150-5a18-8a21fcdf3828,f825c883-6815-d3b1-7a49-620004f0a7ae,c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,filter span,1,80,80,In-house,bed,80,2026-07,RO Water Issues,[],"{""causes"":[{""cause"":""Loose connection in the RO water filter's plumbing."",""severity"":""medium"",""solution"":""Tighten all visible connections around the RO filter. If the leak persists, disconnect and reconnect the pipes, ensuring a snug fit."",""probability"":0.6,""estimatedCost"":""₹0 - ₹50 (for basic tools if not available)""},{""cause"":""Cracked or damaged RO filter housing."",""severity"":""medium"",""solution"":""Inspect the filter housing for any visible cracks. If found, the housing will need to be replaced."",""probability"":0.25,""estimatedCost"":""₹300 - ₹800"",""requiredParts"":[{""name"":""RO filter housing"",""estimatedPrice"":""₹300 - ₹800""}]},{""cause"":""Worn out O-rings or gaskets in the RO filter system."",""severity"":""low"",""solution"":""Replace the O-rings or gaskets. These are usually found at the connections or inside the filter housing."",""probability"":0.1,""estimatedCost"":""₹50 - ₹200"",""requiredParts"":[{""name"":""RO filter O-ring/gasket set"",""estimatedPrice"":""₹50 - ₹200""}]},{""cause"":""Faulty water pressure regulator causing excessive pressure."",""severity"":""high"",""solution"":""Check the water pressure. If it's too high, a pressure regulator might be needed or the existing one might be faulty and require replacement."",""probability"":0.05,""estimatedCost"":""₹800 - ₹2000 (for regulator and installation)"",""requiredParts"":[{""name"":""Water pressure regulator"",""estimatedPrice"":""₹600 - ₹1500""}]}],""summary"":""The RO water filter in your room is leaking. This is a minor issue that started today and is affecting only your room. It's likely due to a loose connection, a cracked housing, or worn-out seals."",""urgency"":""medium"",""recommendedAction"":""First, try tightening all connections around the RO filter. If the leak continues, inspect the filter housing for cracks and consider replacing O-rings/gaskets. If the problem persists, it might be a pressure issue requiring a professional to assess and fix.""}",Resolution posting,2026-07-16 07:41:22.238074+00,"{""A1"":80}"
47d3122c-a1fa-44dc-9093-4f735172961e,00000000-0000-0000-0000-000000000001,32a14c06-3cab-4503-98f6-4a02c22f776b,null,22a9494d-0e02-6fba-4aee-7947f1e6110b,046c3e92-cd17-a1e9-aa97-733c3127f809,417c9738-a0f7-5a00-1091-37a9fd083dd6,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,Labour,1,1120,1120,In-house,bed,1120,2026-07,Electrical Issues,[],"{""causes"":[{""cause"":""Faulty Light Bulb"",""severity"":""low"",""solution"":""Replace the existing light bulb with a new, compatible one."",""probability"":0.6,""estimatedCost"":""₹50 - ₹200"",""requiredParts"":[{""name"":""New LED Bulb (e.g., 9W LED Bulb)"",""estimatedPrice"":""₹50 - ₹200""}]},{""cause"":""Loose Wiring Connection at the Light Fixture or Switch"",""severity"":""medium"",""solution"":""Inspect and tighten all wiring connections at the light fixture and the light switch. This may require opening the fixture and switch plate."",""probability"":0.3,""estimatedCost"":""₹200 - ₹500 (for electrician's visit, if needed)"",""requiredParts"":[]},{""cause"":""Faulty Light Switch"",""severity"":""medium"",""solution"":""Replace the faulty light switch with a new one."",""probability"":0.1,""estimatedCost"":""₹350 - ₹900 (includes new switch and electrician's visit, if needed)"",""requiredParts"":[{""name"":""New Light Switch (e.g., 5A/6A Light Switch)"",""estimatedPrice"":""₹150 - ₹400""}]}],""summary"":""The bathroom light is only glowing faintly, and the issue affects the entire room's lighting circuit. The MCB is on, and other rooms have power, indicating a localized problem within the bathroom's electrical circuit."",""urgency"":""medium"",""recommendedAction"":""Start by replacing the light bulb. If the issue persists, carefully check the wiring connections at the light fixture and switch. If still unresolved, consider replacing the light switch or consulting an electrician for further inspection of the wiring.""}",Resolution posting,2026-07-22 09:29:51.313521+00,"{""B1"":1120}"
e5ec666b-f7d8-477c-8400-9a1b91be7cef,00000000-0000-0000-0000-000000000001,f90ebf64-ee75-41cd-8a53-e97d7aad40da,null,01af6f97-6cb1-4799-9476-493b8af42437,b3011caa-4f84-1357-f007-ee364043173f,79853a4a-cb02-508c-e041-7e23378aec9c,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,new lock,1,28,28,In-house,bed,28,2026-07,Other,[],"{""causes"":[{""cause"":""Insufficient information to diagnose. Please describe the issue in detail."",""severity"":""high"",""solution"":""Please provide more details about the 'Other' issue you are facing. For example, is it a plumbing issue, electrical issue, furniture damage, or something else?"",""probability"":1,""estimatedCost"":""N/A"",""requiredParts"":[]}],""summary"":""The user reported an 'Other' issue today, which is minor and affects only their room. This is the first time it has occurred and there was no specific trigger. However, the specific nature of the 'Other' issue is unknown, preventing a detailed diagnosis."",""urgency"":""critical"",""recommendedAction"":""Gather more information about the specific issue from the user.""}",Resolution posting,2026-07-17 07:41:52.106374+00,"{""B1"":28}"
77ab3dd6-38bb-47a3-b49c-9a680e41abcb,00000000-0000-0000-0000-000000000001,f130f31f-51cd-41f5-a55e-46d12e05aa48,null,257579ca-bef0-99b8-f916-e518891ffdab,808fbd05-1708-47c3-a3ed-acb300c719aa,fad74a92-8e64-787e-38c3-8ebdb9db6511,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,Lock (Cupboard),1,50,50,In-house,bed,50,2026-07,Furniture,[],"{""causes"":[{""cause"":""The original almirah key is missing."",""severity"":""low"",""solution"":""Obtain a duplicate key from a locksmith or the PG/Hostel management if they have a master key or spare. If not, the lock will need to be replaced."",""probability"":0.8,""estimatedCost"":""₹50 - ₹150 (for duplicate key) or ₹200 - ₹500 (for lock replacement)"",""requiredParts"":[{""name"":""Duplicate key"",""estimatedPrice"":""₹50 - ₹150""},{""name"":""Almirah lock (if replacement needed)"",""estimatedPrice"":""₹150 - ₹300""}]},{""cause"":""The almirah was provided without a key, or the lock is faulty and cannot be opened/locked even with a key."",""severity"":""low"",""solution"":""The almirah lock needs to be replaced with a new one that comes with keys."",""probability"":0.2,""estimatedCost"":""₹200 - ₹500"",""requiredParts"":[{""name"":""New almirah lock set"",""estimatedPrice"":""₹150 - ₹300""}]}],""summary"":""The key for your almirah door is missing, preventing you from locking it. This is a minor issue affecting only your room and was noticed today for the first time."",""urgency"":""low"",""recommendedAction"":""Contact the PG/Hostel management immediately to request a duplicate key or a lock replacement. If a duplicate key is not available, a locksmith can be called to either make a new key or replace the lock.""}",Resolution posting,2026-07-18 12:15:31.056221+00,"{""A1"":50}"
