id,ticket_id,organization_id,performed_by,issue_type_id,questions_answers,ai_diagnosis,employee_override,status,created_at,completed_at
fb0956bf-2edc-4474-ae1f-d7df97bd6b79,87886ad5-efc3-47b9-8ef3-65cef3bd906a,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,a5831922-eaeb-48c2-941c-fd96fae8813d,"[{""answer"":""Yes"",""question"":""Is the AC turning on when you press the power button?""},{""answer"":""Yes, but very weak"",""question"":""Is air coming out from the AC vents?""},{""answer"":""Never / Not sure"",""question"":""When was the AC filter last cleaned?""},{""answer"":""No"",""question"":""Is there any water leaking from the AC?""},{""answer"":""Yes"",""question"":""Is the remote control working properly?""}]","{""causes"":[{""cause"":""Dirty AC filter"",""severity"":""medium"",""solution"":""Clean or replace the AC filter. This will improve airflow and cooling efficiency."",""probability"":0.7,""estimatedCost"":""₹200 - ₹500 for cleaning, ₹500 - ₹1500 for replacement (if needed)"",""requiredParts"":[{""name"":""AC filter"",""estimatedPrice"":""₹500 - ₹1500 (if replacement is needed)""}]},{""cause"":""Low refrigerant level"",""severity"":""high"",""solution"":""A technician needs to inspect for leaks, repair them, and recharge the refrigerant. This requires specialized tools and expertise."",""probability"":0.2,""estimatedCost"":""₹1500 - ₹4000 (including leak detection and gas refill)"",""requiredParts"":[{""name"":""Refrigerant gas"",""estimatedPrice"":""Included in service cost""}]},{""cause"":""Faulty blower motor or capacitor"",""severity"":""high"",""solution"":""A technician needs to inspect and potentially replace the blower motor or its capacitor. This affects the fan speed and airflow."",""probability"":0.1,""estimatedCost"":""₹2000 - ₹6000 (depending on part and labor)"",""requiredParts"":[{""name"":""Blower motor"",""estimatedPrice"":""₹1500 - ₹4000 (if needed)""},{""name"":""Capacitor"",""estimatedPrice"":""₹300 - ₹800 (if needed)""}]}],""summary"":""The AC is turning on and air is coming out, but it's very weak and not cooling. The most likely cause is a dirty AC filter, which restricts airflow. Other possibilities include low refrigerant or a faulty blower motor."",""urgency"":""high"",""recommendedAction"":""Start by cleaning or replacing the AC filter immediately. If the issue persists after cleaning the filter, contact a qualified AC technician to inspect for refrigerant leaks or a faulty blower motor. Ignoring these issues can lead to higher energy bills and further damage to the AC unit.""}",null,completed,2026-05-01 07:04:11.584759+00,2026-05-01 07:04:10.088+00
669300a7-cc39-45b0-9b11-b7dd1b176fa1,8aa5cc61-6d57-4c38-ac7a-f4ac6c478ff1,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,47389994-b201-4bb1-bf91-8bce4dbde510,"[{""answer"":""Today"",""question"":""When did you first notice this issue?""},{""answer"":""Minor — can manage"",""question"":""How severe is the issue?""},{""answer"":""First time"",""question"":""Has this issue happened before?""},{""answer"":""Nothing, happened on its own"",""question"":""Did anything specific trigger this issue?""},{""answer"":""Only my room"",""question"":""Is the issue affecting other rooms or just yours?""}]","{""causes"":[{""cause"":""Clogged showerhead/faucet aerator"",""severity"":""low"",""solution"":""Clean the showerhead/faucet aerator by unscrewing it and removing any mineral deposits or debris. Soaking it in vinegar can help."",""probability"":0.6,""estimatedCost"":""₹0 - ₹50"",""requiredParts"":[{""name"":""Vinegar (if needed)"",""estimatedPrice"":""₹30""}]},{""cause"":""Partially closed stopcock/angle valve"",""severity"":""low"",""solution"":""Check the stopcock or angle valve for the bathroom. Ensure it is fully open. Sometimes they can get partially closed accidentally."",""probability"":0.2,""estimatedCost"":""₹0""},{""cause"":""Kinked or blocked supply line"",""severity"":""medium"",""solution"":""Inspect the water supply lines leading to the bathroom for any kinks or visible blockages. This might require a plumber if the blockage is internal."",""probability"":0.15,""estimatedCost"":""₹0 - ₹500"",""requiredParts"":[{""name"":""Plumber's visit (if needed)"",""estimatedPrice"":""₹300 - ₹500""}]},{""cause"":""Low water pressure from the main supply"",""severity"":""medium"",""solution"":""Check if other water outlets in the building (e.g., kitchen, other bathrooms) are also experiencing low pressure. If so, the issue might be with the building's main water supply or pump."",""probability"":0.05,""estimatedCost"":""₹0 - ₹1000+"",""requiredParts"":[{""name"":""Building maintenance/plumber (if needed)"",""estimatedPrice"":""₹500 - ₹1000+""}]}],""summary"":""The bathroom is experiencing slow water flow, noticed today and only in your room. It's a minor issue and hasn't happened before."",""urgency"":""low"",""recommendedAction"":""Start by checking and cleaning the showerhead/faucet aerator. Then, verify that the stopcock/angle valve is fully open. If the issue persists, inspect the supply lines. If all else fails, it might be a broader water pressure issue or require a plumber.""}",null,completed,2026-05-02 06:13:04.231568+00,2026-05-02 06:13:03.834+00
89a28989-e6cf-45d0-84a6-1374af53c011,0c36c099-242f-4649-b3a0-3a16774d674f,00000000-0000-0000-0000-000000000001,8c42685b-f2df-4dec-96bd-0e77b715e33e,c5f1c3c0-af88-4c54-9730-ebffed128bc9,"[{""answer"":""Today"",""question"":""When did you first notice this issue?""},{""answer"":""Minor — can manage"",""question"":""How severe is the issue?""},{""answer"":""First time"",""question"":""Has this issue happened before?""},{""answer"":""Nothing, happened on its own"",""question"":""Did anything specific trigger this issue?""},{""answer"":""Only my room"",""question"":""Is the issue affecting other rooms or just yours?""}]","{""causes"":[{""cause"":""Food particles or grease buildup in the drainpipe."",""severity"":""medium"",""solution"":""Use a drain cleaner or a mixture of baking soda and vinegar followed by hot water to clear the clog. If it persists, a plumber may need to snake the drain."",""probability"":0.7,""estimatedCost"":""₹100 - ₹500 (for drain cleaner) or ₹500 - ₹1500 (for plumber)"",""requiredParts"":[{""name"":""Drain cleaner (chemical or natural)"",""estimatedPrice"":""₹100 - ₹300""}]},{""cause"":""Hair or soap scum accumulation in the P-trap."",""severity"":""medium"",""solution"":""Carefully remove and clean the P-trap under the sink. This may require basic plumbing tools."",""probability"":0.2,""estimatedCost"":""₹0 (DIY) - ₹500 (for basic tools if needed)"",""requiredParts"":[]},{""cause"":""Foreign object lodged in the drain."",""severity"":""high"",""solution"":""If a foreign object is suspected, a plumber will need to inspect and remove it. This might involve disassembling parts of the drain system."",""probability"":0.1,""estimatedCost"":""₹1000 - ₹3000+"",""requiredParts"":[]}],""summary"":""The kitchen sink in your room is clogged, likely due to food particles, grease, or hair buildup. It's a minor issue for now but needs attention to prevent worsening."",""urgency"":""medium"",""recommendedAction"":""Initially, try a DIY solution using a drain cleaner or baking soda and vinegar. If the clog persists, or if you suspect a foreign object, contact a plumber to avoid further damage.""}",null,completed,2026-05-02 06:58:47.288413+00,2026-05-02 06:58:49.249+00
58f5ecb2-6728-4d7f-9a41-37809ffb1181,d656424e-37a1-4a40-8922-ea466c6ab0e1,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,"[{""answer"":""Today"",""question"":""When did you first notice this issue?""},{""answer"":""Minor — can manage"",""question"":""How severe is the issue?""},{""answer"":""First time"",""question"":""Has this issue happened before?""},{""answer"":""Nothing, happened on its own"",""question"":""Did anything specific trigger this issue?""},{""answer"":""Only my room"",""question"":""Is the issue affecting other rooms or just yours?""}]","{""causes"":[{""cause"":""Low water pressure from the building's supply line."",""severity"":""medium"",""solution"":""Check the main water supply valve for the building and ensure it is fully open. If the issue persists, contact the building's maintenance team to investigate the water pressure."",""probability"":0.4,""estimatedCost"":""₹0 - ₹200""},{""cause"":""Kinked or blocked inlet hose to the washing machine."",""severity"":""low"",""solution"":""Inspect the water inlet hoses connected to the washing machine for any kinks or bends. Straighten them if necessary. Disconnect the hoses and check for any debris or blockages in the filters at the washing machine's inlet."",""probability"":0.3,""estimatedCost"":""₹0 - ₹100""},{""cause"":""Clogged water inlet valve screen in the washing machine."",""severity"":""medium"",""solution"":""Turn off the water supply to the washing machine. Disconnect the inlet hoses from the back of the machine. Carefully remove and clean the small mesh screens inside the water inlet valves. Reconnect the hoses and test."",""probability"":0.2,""estimatedCost"":""₹0 - ₹100""},{""cause"":""Faulty water inlet valve in the washing machine."",""severity"":""high"",""solution"":""If the above steps do not resolve the issue, the water inlet valve itself might be faulty and require replacement. This usually requires a technician."",""probability"":0.1,""estimatedCost"":""₹800 - ₹2500"",""requiredParts"":[{""name"":""Washing machine inlet valve"",""estimatedPrice"":""₹500 - ₹1500""}]}],""summary"":""The washing machine in C-34 is experiencing slow water flow. This is a new issue and only affects this room. The severity is minor."",""urgency"":""medium"",""recommendedAction"":""First, check the water supply to the building and the washing machine's inlet hoses for kinks or blockages. If the problem persists, clean the inlet valve screens. If still unresolved, a technician may be needed to replace the inlet valve.""}",null,completed,2026-05-02 09:51:50.58782+00,2026-05-02 09:51:49.911+00
c789162d-a64c-469b-8ce4-ae55b6e55f22,17a66482-faa4-4cad-a904-e869812f2950,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,28158382-d5c1-436c-927b-3e3d9855c2af,"[{""answer"":""Entire room"",""question"":""Is the power out in the entire room or just some outlets?""},{""answer"":""Yes, it has tripped"",""question"":""Have you checked the MCB / circuit breaker?""},{""answer"":""Yes, others have power"",""question"":""Is there power in the common areas or other rooms?""},{""answer"":""Happened suddenly"",""question"":""Did this happen suddenly or after plugging something in?""}]","{""causes"":[{""cause"":""Short circuit in the bathroom wiring due to damaged insulation or loose connections."",""severity"":""high"",""solution"":""Inspect bathroom wiring for damage, repair/replace faulty sections, and secure loose connections. Reset MCB."",""probability"":0.6,""estimatedCost"":""₹500 - ₹1500"",""requiredParts"":[{""name"":""Electrical tape"",""estimatedPrice"":""₹50""},{""name"":""Wire connectors"",""estimatedPrice"":""₹100""},{""name"":""Replacement wire (if needed)"",""estimatedPrice"":""₹100-₹500""}]},{""cause"":""Faulty MCB (Miniature Circuit Breaker) for the bathroom circuit."",""severity"":""medium"",""solution"":""Replace the faulty MCB. Reset the new MCB."",""probability"":0.25,""estimatedCost"":""₹300 - ₹800"",""requiredParts"":[{""name"":""MCB (16A or appropriate rating)"",""estimatedPrice"":""₹250-₹700""}]},{""cause"":""Overload in the bathroom circuit due to too many high-power appliances, causing the MCB to trip."",""severity"":""low"",""solution"":""Identify and unplug high-power appliances in the bathroom. Reset the MCB. Advise residents to avoid overloading the circuit."",""probability"":0.1,""estimatedCost"":""₹0 - ₹100"",""requiredParts"":[]},{""cause"":""Water ingress into electrical fittings (e.g., tube light, switch) causing a short circuit."",""severity"":""high"",""solution"":""Turn off the main power. Inspect all bathroom electrical fittings for water damage. Dry out or replace affected components. Reset MCB."",""probability"":0.05,""estimatedCost"":""₹500 - ₹2000"",""requiredParts"":[{""name"":""Waterproof electrical sealant (if applicable)"",""estimatedPrice"":""₹150""},{""name"":""Replacement tube light/switch (if damaged)"",""estimatedPrice"":""₹200-₹1000""}]}],""summary"":""The entire bathroom has no power, and the MCB for that circuit has tripped suddenly. Other rooms have power."",""urgency"":""high"",""recommendedAction"":""Immediately investigate the cause of the MCB trip, starting with checking for short circuits in the bathroom wiring. Do not attempt to repeatedly reset the MCB without identifying the fault, as this can be dangerous. If unsure, call a qualified electrician.""}",null,completed,2026-05-02 11:35:13.031981+00,2026-05-02 11:35:12.596+00
2496d8cd-72fa-46a7-a144-fb4b4c69831e,fbb9b65c-9764-4f57-908b-cb419814fd61,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,a5831922-eaeb-48c2-941c-fd96fae8813d,"[{""answer"":""Yes"",""question"":""Is the AC turning on when you press the power button?""},{""answer"":""Yes, but very weak"",""question"":""Is air coming out from the AC vents?""},{""answer"":""Within last month"",""question"":""When was the AC filter last cleaned?""},{""answer"":""Yes"",""question"":""Is there any water leaking from the AC?""},{""answer"":""Yes"",""question"":""Is the remote control working properly?""}]","{""causes"":[{""cause"":""Clogged AC drain line"",""severity"":""medium"",""solution"":""Clear the clogged drain line. This can be done by flushing it with a mixture of water and vinegar or by using a wet/dry vacuum to suction out the clog."",""probability"":0.6,""estimatedCost"":""₹200 - ₹500"",""requiredParts"":[{""name"":""Vinegar"",""estimatedPrice"":""₹50""},{""name"":""Wet/dry vacuum (if needed)"",""estimatedPrice"":""₹2000 - ₹5000""}]},{""cause"":""Dirty evaporator coil"",""severity"":""medium"",""solution"":""Clean the evaporator coil. This may require professional help if the coil is heavily soiled."",""probability"":0.2,""estimatedCost"":""₹500 - ₹1500"",""requiredParts"":[{""name"":""Evaporator coil cleaner"",""estimatedPrice"":""₹200 - ₹400""}]},{""cause"":""Low refrigerant levels"",""severity"":""high"",""solution"":""Recharge the refrigerant. This should be done by a qualified technician as it involves handling refrigerants which can be harmful if not handled properly."",""probability"":0.15,""estimatedCost"":""₹1500 - ₹3000"",""requiredParts"":[{""name"":""Refrigerant"",""estimatedPrice"":""₹1000 - ₹2000""}]},{""cause"":""Damaged or improperly installed drain pan"",""severity"":""medium"",""solution"":""Repair or replace the drain pan. This may require a technician to assess the damage and perform the necessary repairs."",""probability"":0.05,""estimatedCost"":""₹500 - ₹2000"",""requiredParts"":[{""name"":""AC drain pan (if replacement needed)"",""estimatedPrice"":""₹500 - ₹1500""}]}],""summary"":""The AC is leaking water and has weak airflow despite turning on and having a recently cleaned filter. The remote is working."",""urgency"":""medium"",""recommendedAction"":""Address the water leak and weak airflow. Start by checking and clearing the AC drain line. If the issue persists, inspect the evaporator coil for dirt. If these steps don't resolve the problem, it's recommended to contact a qualified AC technician to check refrigerant levels and the drain pan for damage.""}",null,completed,2026-05-04 10:07:46.87899+00,2026-05-04 10:07:45.62+00
4e186045-6978-4e6a-9b5d-d56a1e14914c,b16a2495-69ed-4671-9dfd-adf008115c06,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,a5831922-eaeb-48c2-941c-fd96fae8813d,"[{""answer"":""Yes"",""question"":""Is the AC turning on when you press the power button?""},{""answer"":""Yes, but very weak"",""question"":""Is air coming out from the AC vents?""},{""answer"":""Within last month"",""question"":""When was the AC filter last cleaned?""},{""answer"":""No"",""question"":""Is there any water leaking from the AC?""},{""answer"":""Yes"",""question"":""Is the remote control working properly?""}]","{""causes"":[{""cause"":""Weak airflow due to dirty evaporator coils or blower fan."",""severity"":""medium"",""solution"":""Clean the evaporator coils and blower fan. This will improve airflow and reduce the bad smell."",""probability"":0.6,""estimatedCost"":""₹500 - ₹1500"",""requiredParts"":[{""name"":""AC coil cleaner spray"",""estimatedPrice"":""₹200 - ₹400""}]},{""cause"":""Foul smell due to mold or mildew growth in the AC unit."",""severity"":""medium"",""solution"":""Thoroughly clean and disinfect the AC unit, especially the evaporator coils and drain pan. Consider using an AC disinfectant."",""probability"":0.7,""estimatedCost"":""₹500 - ₹1500"",""requiredParts"":[{""name"":""AC disinfectant spray"",""estimatedPrice"":""₹300 - ₹600""}]},{""cause"":""AC remote control issue (despite the user saying it's working, the initial problem statement contradicts this)."",""severity"":""low"",""solution"":""Check and replace batteries in the remote. If the issue persists, the remote might need replacement or repair."",""probability"":0.3,""estimatedCost"":""₹100 - ₹800"",""requiredParts"":[{""name"":""AAA batteries (2-4)"",""estimatedPrice"":""₹50 - ₹150""},{""name"":""Universal AC remote (if replacement needed)"",""estimatedPrice"":""₹300 - ₹600""}]}],""summary"":""The AC is experiencing weak airflow and emitting a bad smell. The remote control functionality is contradictory in the provided information."",""urgency"":""medium"",""recommendedAction"":""Address the weak airflow and bad smell by cleaning the AC unit thoroughly. Re-evaluate the remote control issue by checking batteries and considering replacement if necessary.""}",null,completed,2026-05-06 07:07:26.633302+00,2026-05-06 07:07:25.582+00
369561e6-fc1c-4ec6-8478-2254c7a3a9e8,79834947-5612-4e83-9890-f9f95e4e0c0a,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,28158382-d5c1-436c-927b-3e3d9855c2af,"[{""answer"":""Entire room"",""question"":""Is the power out in the entire room or just some outlets?""},{""answer"":""Yes, it's on"",""question"":""Have you checked the MCB / circuit breaker?""},{""answer"":""Yes, others have power"",""question"":""Is there power in the common areas or other rooms?""},{""answer"":""Happened suddenly"",""question"":""Did this happen suddenly or after plugging something in?""}]","{""causes"":[{""cause"":""Loose wiring connection in the fan or switchboard."",""severity"":""medium"",""solution"":""Inspect and tighten all wiring connections in the fan and switchboard. This may require opening the fan's canopy and the switchboard."",""probability"":0.4,""estimatedCost"":""₹200 - ₹500 (Electrician visit if needed)""},{""cause"":""Faulty fan regulator."",""severity"":""medium"",""solution"":""Replace the fan regulator. This is a common point of failure for fans."",""probability"":0.3,""estimatedCost"":""₹300 - ₹700"",""requiredParts"":[{""name"":""Fan Regulator"",""estimatedPrice"":""₹200 - ₹500""}]},{""cause"":""Burnt out fan motor winding."",""severity"":""high"",""solution"":""The fan motor will need to be repaired or replaced. This is a more complex repair."",""probability"":0.2,""estimatedCost"":""₹800 - ₹2000 (Repair) / ₹1500 - ₹3500 (Replacement)"",""requiredParts"":[{""name"":""Fan Motor Winding (if repairable)"",""estimatedPrice"":""₹500 - ₹1000""},{""name"":""New Ceiling Fan (if replacement needed)"",""estimatedPrice"":""₹1200 - ₹3000""}]},{""cause"":""Faulty wiring in the wall leading to the fan."",""severity"":""high"",""solution"":""This would require tracing the wiring from the switchboard to the fan and repairing or replacing the faulty section. This is a more involved electrical repair."",""probability"":0.1,""estimatedCost"":""₹500 - ₹1500 (Electrician visit and repair)""}],""summary"":""The hall fan is not working, and the entire room has no power, despite the MCB being on and other rooms having power. This indicates a localized electrical issue affecting the fan circuit."",""urgency"":""high"",""recommendedAction"":""It is recommended to call a qualified electrician to diagnose and fix the issue. Attempting electrical repairs without proper knowledge can be dangerous.""}",null,completed,2026-05-06 07:09:10.310291+00,2026-05-06 07:09:09.624+00
a4cd4e34-f076-4c12-a921-bb02980e1e23,281b94ee-eecc-417c-8cf9-25b2cb80a2bc,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,a5831922-eaeb-48c2-941c-fd96fae8813d,"[{""answer"":""No"",""question"":""Is the AC turning on when you press the power button?""},{""answer"":""Yes, but warm air"",""question"":""Is air coming out from the AC vents?""},{""answer"":""More than a month ago"",""question"":""When was the AC filter last cleaned?""},{""answer"":""No"",""question"":""Is there any water leaking from the AC?""},{""answer"":""Yes"",""question"":""Is the remote control working properly?""}]","{""causes"":[{""cause"":""Capacitor failure"",""severity"":""high"",""solution"":""Replace the capacitor. This component helps start the AC compressor and fan. If it fails, the AC won't turn on or will blow warm air."",""probability"":0.4,""estimatedCost"":""₹1,500 - ₹3,000"",""requiredParts"":[{""name"":""AC Capacitor"",""estimatedPrice"":""₹800 - ₹1,500""}]},{""cause"":""Thermostat malfunction"",""severity"":""medium"",""solution"":""Check and recalibrate or replace the thermostat. A faulty thermostat might not be sending the correct signals to the AC unit."",""probability"":0.25,""estimatedCost"":""₹1,000 - ₹4,000"",""requiredParts"":[{""name"":""Thermostat"",""estimatedPrice"":""₹500 - ₹2,500""}]},{""cause"":""Compressor issues"",""severity"":""high"",""solution"":""Inspect and repair or replace the compressor. This is a critical component, and its failure can prevent the AC from cooling."",""probability"":0.2,""estimatedCost"":""₹7,000 - ₹15,000+"",""requiredParts"":[{""name"":""AC Compressor"",""estimatedPrice"":""₹5,000 - ₹12,000+""}]},{""cause"":""Refrigerant leak"",""severity"":""medium"",""solution"":""Locate and repair the leak, then recharge the refrigerant. Low refrigerant levels can cause the AC to blow warm air."",""probability"":0.1,""estimatedCost"":""₹2,000 - ₹5,000"",""requiredParts"":[{""name"":""Refrigerant"",""estimatedPrice"":""₹1,000 - ₹2,500""}]},{""cause"":""Clogged air filter"",""severity"":""low"",""solution"":""Clean or replace the AC filter. While less likely to cause a complete power failure, a severely clogged filter can restrict airflow and impact cooling efficiency, potentially leading to other issues."",""probability"":0.05,""estimatedCost"":""₹200 - ₹800"",""requiredParts"":[{""name"":""AC Filter"",""estimatedPrice"":""₹100 - ₹500""}]}],""summary"":""The AC is not turning on and is blowing warm air, indicating a potential issue with the cooling system or power supply to key components. The remote is working, ruling out remote-related issues."",""urgency"":""critical"",""recommendedAction"":""Immediately contact a qualified AC technician for a thorough inspection and repair. Continuing to operate a faulty AC can lead to further damage and higher repair costs.""}",null,completed,2026-05-06 12:08:09.222302+00,2026-05-06 12:08:08.44+00
84440a60-fefd-47da-a048-e6d74b125770,6bc1941f-b4b3-4f5e-8b26-8d0ed2d7ac25,00000000-0000-0000-0000-000000000001,bd081ad6-5fe3-4c1d-a919-81b1055efa19,01208ba1-4225-4a61-be39-3afe03dad690,"[{""answer"":""Today"",""question"":""When did you first notice this issue?""},{""answer"":""Minor — can manage"",""question"":""How severe is the issue?""},{""answer"":""First time"",""question"":""Has this issue happened before?""},{""answer"":""Nothing, happened on its own"",""question"":""Did anything specific trigger this issue?""},{""answer"":""Only my room"",""question"":""Is the issue affecting other rooms or just yours?""}]","{""causes"":[{""cause"":""Clogged RO membrane or filters due to extended use without servicing."",""severity"":""medium"",""solution"":""Replace RO membrane and all filters (sediment, pre-carbon, post-carbon)."",""probability"":0.7,""estimatedCost"":""₹1500 - ₹3000"",""requiredParts"":[{""name"":""RO Membrane"",""estimatedPrice"":""₹800 - ₹1500""},{""name"":""Sediment Filter"",""estimatedPrice"":""₹200 - ₹400""},{""name"":""Pre-Carbon Filter"",""estimatedPrice"":""₹200 - ₹400""},{""name"":""Post-Carbon Filter"",""estimatedPrice"":""₹300 - ₹700""}]},{""cause"":""Low water pressure affecting purification efficiency."",""severity"":""low"",""solution"":""Check water pressure and install a booster pump if necessary. (This might be a separate issue, but can impact RO performance)."",""probability"":0.2,""estimatedCost"":""₹2000 - ₹5000 (for booster pump if needed)"",""requiredParts"":[{""name"":""Booster Pump (if needed)"",""estimatedPrice"":""₹2000 - ₹5000""}]},{""cause"":""Faulty UV lamp (if applicable) reducing purification effectiveness."",""severity"":""low"",""solution"":""Replace UV lamp."",""probability"":0.1,""estimatedCost"":""₹500 - ₹1000"",""requiredParts"":[{""name"":""UV Lamp"",""estimatedPrice"":""₹500 - ₹1000""}]}],""summary"":""The RO water purifier is not filtering efficiently, likely due to overdue servicing and clogged filters. The issue was noticed today and is isolated to your room. This is the first time this issue has occurred."",""urgency"":""medium"",""recommendedAction"":""Schedule immediate servicing for the RO water purifier, focusing on filter and membrane replacement. A technician should assess the system to confirm the exact parts needing replacement and check for any other underlying issues like water pressure or UV lamp functionality.""}",null,completed,2026-05-06 12:17:07.045647+00,2026-05-06 12:17:06.192+00
fedf5522-1ef0-48cf-9c85-ee88b9db42bd,610ea2c6-67f4-40c1-a0d2-df6fe5f536f6,00000000-0000-0000-0000-000000000001,8c42685b-f2df-4dec-96bd-0e77b715e33e,abc84f5b-a950-406e-ab46-cefbe11df925,"[{""answer"":""Bathroom"",""question"":""What needs cleaning?""},{""answer"":""Today but not proper"",""question"":""When was the last cleaning done?""},{""answer"":""One-time"",""question"":""Is this a one-time request or recurring issue?""}]","{""causes"":[{""cause"":""Housekeeping oversight/negligence"",""severity"":""medium"",""solution"":""Communicate with housekeeping supervisor to ensure proper training and adherence to cleaning protocols. Follow-up with the resident to confirm satisfaction."",""probability"":0.7,""estimatedCost"":""INR 0""},{""cause"":""Unclear communication regarding cleaning scope"",""severity"":""low"",""solution"":""Clarify cleaning expectations with both the resident and housekeeping staff. Provide a checklist if necessary."",""probability"":0.2,""estimatedCost"":""INR 0""},{""cause"":""Understaffing or heavy workload for housekeeping"",""severity"":""low"",""solution"":""Assess housekeeping workload and staffing levels. Consider temporary assistance if needed."",""probability"":0.1,""estimatedCost"":""INR 0""}],""summary"":""The primary issue is that garbage was not collected from the bathroom during today's cleaning, despite cleaning being performed. This appears to be a one-time oversight."",""urgency"":""medium"",""recommendedAction"":""Immediately contact the housekeeping supervisor to address the missed garbage collection in the bathroom. Ensure the resident's room is re-serviced to collect the garbage and confirm their satisfaction. Additionally, reinforce cleaning protocols with the housekeeping staff to prevent recurrence.""}",null,completed,2026-05-07 06:58:10.744823+00,2026-05-07 06:58:13.334+00
b39d8d27-ae29-4363-8e34-619208bc9d0a,5a1bcddb-2d8c-46b9-836e-c9260fac9645,00000000-0000-0000-0000-000000000001,8c42685b-f2df-4dec-96bd-0e77b715e33e,abc84f5b-a950-406e-ab46-cefbe11df925,"[{""answer"":""Floor / sweeping"",""question"":""What needs cleaning?""},{""answer"":""Today but not proper"",""question"":""When was the last cleaning done?""},{""answer"":""One-time"",""question"":""Is this a one-time request or recurring issue?""}]","{""causes"":[{""cause"":""Housekeeping staff did not perform a thorough cleaning of the floor/sweeping."",""severity"":""medium"",""solution"":""Communicate with the housekeeping staff to ensure proper cleaning procedures are followed. Provide specific instructions and demonstrate the expected cleaning standards."",""probability"":0.8,""estimatedCost"":""INR 0""},{""cause"":""Lack of clear cleaning guidelines or standards for housekeeping staff."",""severity"":""low"",""solution"":""Develop and implement clear, detailed cleaning checklists and standards for all housekeeping tasks, including floor sweeping. Train staff on these new guidelines."",""probability"":0.15,""estimatedCost"":""INR 0""},{""cause"":""Insufficient time allocated for housekeeping staff to complete their tasks properly."",""severity"":""low"",""solution"":""Review the housekeeping schedule and workload. Adjust staffing or allocate more time for cleaning tasks to ensure quality work can be performed."",""probability"":0.05,""estimatedCost"":""INR 0""}],""summary"":""The floor/sweeping was not done properly by the housekeeping staff today, despite cleaning being performed. This appears to be a one-time issue."",""urgency"":""low"",""recommendedAction"":""Address the issue directly with the housekeeping staff to ensure proper cleaning is done. Follow up to confirm the issue is resolved and provide feedback if necessary.""}",null,completed,2026-05-07 07:02:22.985374+00,2026-05-07 07:02:25.332+00
69b23112-6831-4a50-b8bf-ce7c3415ec62,c34a5a2b-2e66-4e2a-9596-193484fbb757,00000000-0000-0000-0000-000000000001,8c42685b-f2df-4dec-96bd-0e77b715e33e,abc84f5b-a950-406e-ab46-cefbe11df925,"[{""answer"":""Floor / sweeping"",""question"":""What needs cleaning?""},{""answer"":""Yesterday"",""question"":""When was the last cleaning done?""},{""answer"":""One-time"",""question"":""Is this a one-time request or recurring issue?""}]","{""causes"":[{""cause"":""Infestation due to poor hygiene and food debris accumulation."",""severity"":""high"",""solution"":""Thorough cleaning and pest control treatment."",""probability"":0.8,""estimatedCost"":""₹1500 - ₹3000"",""requiredParts"":[{""name"":""Pest control spray/gel"",""estimatedPrice"":""₹500 - ₹1000""},{""name"":""Disinfectant cleaner"",""estimatedPrice"":""₹200 - ₹400""},{""name"":""Sofa shampoo/upholstery cleaner"",""estimatedPrice"":""₹300 - ₹700""}]},{""cause"":""Lack of regular deep cleaning for common area furniture."",""severity"":""medium"",""solution"":""Implement a schedule for deep cleaning of common area furniture."",""probability"":0.15,""estimatedCost"":""₹800 - ₹1500"",""requiredParts"":[{""name"":""Sofa shampoo/upholstery cleaner"",""estimatedPrice"":""₹300 - ₹700""},{""name"":""Cleaning brushes/microfiber cloths"",""estimatedPrice"":""₹100 - ₹300""}]},{""cause"":""Spillages and food waste not cleaned immediately."",""severity"":""low"",""solution"":""Educate residents on immediate cleaning of spills and proper waste disposal."",""probability"":0.05,""estimatedCost"":""₹0"",""requiredParts"":[]}],""summary"":""The sofa in the common area is infested with cockroaches and emitting a foul odor, indicating a severe hygiene issue. This is likely due to a combination of pest infestation and lack of thorough cleaning."",""urgency"":""critical"",""recommendedAction"":""Immediate deep cleaning of the sofa, including pest control treatment, is required. Following this, a regular deep cleaning schedule for common area furniture should be implemented, and residents should be educated on maintaining hygiene.""}",null,completed,2026-05-07 07:06:56.971281+00,2026-05-07 07:06:59.604+00
